,image.name,X.x,Blue.count,red.count,Blue.percentage,red.percentage,total.clusters,average.clusters.32,area,circularity,X.1,X.y,Count_Nuclei,ImageNumber,Texture_AngularSecondMoment_3_0,Texture_AngularSecondMoment_3_135,Texture_AngularSecondMoment_3_45,Texture_AngularSecondMoment_3_90,Texture_Contrast_3_0,Texture_Contrast_3_135,Texture_Contrast_3_45,Texture_Contrast_3_90,Texture_Correlation_3_0,Texture_Correlation_3_135,Texture_Correlation_3_45,Texture_Correlation_3_90,Texture_DifferenceEntropy_3_0,Texture_DifferenceEntropy_3_135,Texture_DifferenceEntropy_3_45,Texture_DifferenceEntropy_3_90,Texture_DifferenceVariance_3_0,Texture_DifferenceVariance_3_135,Texture_DifferenceVariance_3_45,Texture_DifferenceVariance_3_90,Texture_Entropy_3_0,Texture_Entropy_3_135,Texture_Entropy_3_45,Texture_Entropy_3_90,Texture_Gabor_3,Texture_InfoMeas1_3_0,Texture_InfoMeas1_3_135,Texture_InfoMeas1_3_45,Texture_InfoMeas1_3_90,Texture_InfoMeas2_3_0,Texture_InfoMeas2_3_135,Texture_InfoMeas2_3_45,Texture_InfoMeas2_3_90,Texture_InverseDifferenceMoment_3_0,Texture_InverseDifferenceMoment_3_135,Texture_InverseDifferenceMoment_3_45,Texture_InverseDifferenceMoment_3_90,Texture_SumAverage_3_0,Texture_SumAverage_3_135,Texture_SumAverage_3_45,Texture_SumAverage_3_90,Texture_SumEntropy_3_0,Texture_SumEntropy_3_135,Texture_SumEntropy_3_45,Texture_SumEntropy_3_90,Texture_SumVariance_3_0,Texture_SumVariance_3_135,Texture_SumVariance_3_45,Texture_SumVariance_3_90,Texture_Variance_3_0,Texture_Variance_3_135,Texture_Variance_3_45,Texture_Variance_3_90,classification
641,Case 48 - P5 C15-45773-17581,312,72151,253915,6.88085556,24.21522141,195,0.178899083,70.21538462,0.140884762,909,312,82,229,0.130687189,0.127180119,0.123266316,0.131260554,0.950178096,1.117006142,1.242383022,0.936205887,0.881111843,0.860302631,0.844616791,0.882863095,0.93725034,0.984385109,1.033308099,0.936306826,0.703927665,0.826531364,0.897987286,0.692591152,2.63859484,2.67872434,2.722744322,2.638545016,0.077606128,-0.409637222,-0.384990155,-0.358449771,-0.409486327,0.862084582,0.849233362,0.833989919,0.861966953,0.792195496,0.78113433,0.763988077,0.792911611,7.376058819,7.379332739,7.379298205,7.377170245,2.154066297,2.169180837,2.162210148,2.153732011,15.03415155,14.87397339,14.74866876,15.04808238,3.994176273,4.002341952,3.998561934,3.998736343,Viable
642,Case 48 - P5 C15-48711-15150,313,42763,94048,4.078197479,8.969116211,201,0.18440367,71.38308458,0.150783608,910,313,128,230,0.198563366,0.189921758,0.189004171,0.202670733,1.604458711,1.873704123,1.955797978,1.408784663,0.737444933,0.693238528,0.679793264,0.769276397,1.113173312,1.179593529,1.192116508,1.065563961,1.16722425,1.331376145,1.389929811,1.036716682,2.652874159,2.711759591,2.719984133,2.614873383,0.124050568,-0.295799946,-0.257857137,-0.252664088,-0.320351436,0.775869912,0.743036206,0.738008342,0.794521085,0.752371235,0.731112864,0.728416652,0.76595598,4.945867256,4.945505789,4.945448232,4.945991598,2.012049346,2.024546418,2.023002043,2.010078584,10.61741734,10.34229788,10.26004427,10.80308097,3.054444096,3.057415246,3.055361296,3.055383075,Viable
643,Case 48 - P5 C15-48775-26545,314,41010,161840,3.911018372,15.43426514,183,0.167889908,78.77595628,0.116713117,911,314,103,231,0.203340824,0.197723651,0.198448978,0.203655706,1.098571598,1.429380656,1.356412497,1.034430284,0.890943257,0.85809941,0.865350235,0.8972832,0.93249687,1.012449647,0.998680402,0.918506719,0.861031158,1.108705976,1.052245658,0.810321451,2.484372713,2.549147305,2.537748805,2.475017555,0.077105276,-0.440526267,-0.400386642,-0.406805992,-0.447109741,0.868723296,0.849051165,0.852742293,0.871747428,0.809031601,0.789519763,0.792340291,0.812173522,6.527681386,6.529738374,6.529677939,6.532255257,2.00145161,2.010800614,2.012274635,2.003489613,19.04807908,18.71659724,18.78952774,19.10606392,5.034570987,5.037291761,5.033059715,5.033794547,Viable
644,Case 48 - P5 C15-48808-15798,315,33586,100593,3.203010559,9.593296051,198,0.181651376,71.2979798,0.14135183,912,315,138,232,0.140538417,0.12999487,0.131081362,0.143742243,1.915616774,2.369137438,2.300601185,1.726965177,0.663168393,0.583521906,0.595574968,0.696584781,1.217317435,1.310583141,1.296934119,1.175777461,1.306091388,1.557013741,1.522000101,1.19325062,2.871581263,2.949829926,2.940205119,2.839619962,0.110913104,-0.2358763,-0.188051056,-0.193910244,-0.256736925,0.732197495,0.676705902,0.684300531,0.752854826,0.709871885,0.677742421,0.682763228,0.72342289,5.179747758,5.180788169,5.180804477,5.186919419,2.121189997,2.127412375,2.129053422,2.122062738,9.458660649,9.007853184,9.076471794,9.656539117,2.841144452,2.845928704,2.841085506,2.84512863,Viable
645,Case 48 - P5 C15-49012-23798,316,70642,190412,6.736946106,18.15910339,297,0.272477064,72.99326599,0.136141516,913,316,247,233,0.048531259,0.042989766,0.045232143,0.048286823,2.000205642,2.645319016,2.324891289,1.944334025,0.6479606,0.53404273,0.590489892,0.657485606,1.283506531,1.399334369,1.344912687,1.274191545,1.175513446,1.476135161,1.325196319,1.131860872,3.363678278,3.46839947,3.422804983,3.36489518,0.057681521,-0.200873578,-0.144649213,-0.169018095,-0.20014729,0.726770022,0.646327529,0.684457448,0.725866397,0.644312963,0.597248764,0.617894742,0.643834301,7.330708443,7.331990012,7.3319526,7.334522871,2.430530195,2.407856691,2.421278892,2.437344443,9.363285306,8.709021323,9.029489238,9.408933202,2.839851728,2.839556275,2.837546382,2.838274467,Viable
646,Case 48 - P5 C15-7821-18054,877,153160,259561,14.60647583,24.75366592,130,0.119266055,70.46923077,0.150335582,330,330,90,30,0.299572265,0.297093992,0.292658511,0.299053946,3.492855121,3.622145522,3.835428576,3.515710126,0.793321146,0.785689939,0.773032949,0.792000867,0.70276981,0.718088744,0.741933694,0.707200329,2.976646715,3.071194556,3.226486697,2.992752055,1.573912152,1.584941053,1.604217458,1.576749279,0.340208237,-0.444907245,-0.433687505,-0.415117896,-0.441916492,0.770656458,0.764700181,0.753968663,0.769040198,0.844691998,0.840174978,0.83314951,0.843600463,7.898519757,7.896816223,7.896863228,7.897946828,1.436189291,1.443442725,1.456426071,1.437724929,30.3048665,30.17493196,29.96161064,30.28834728,8.447880792,8.450342324,8.447496925,8.450722585,Non-Tumor
647,Case 48 - P5 C15-8356-11851,878,26240,70753,2.502441406,6.747531891,133,0.122018349,77.12781955,0.120970757,331,331,60,31,0.639529569,0.630691326,0.633885803,0.641023296,0.722418087,1.005827668,0.914685819,0.68450049,0.894843061,0.853441035,0.86672705,0.900269573,0.529452433,0.590566862,0.568636786,0.519994398,0.663497535,0.913926576,0.835111149,0.629310297,1.116598326,1.160485225,1.145545886,1.109241091,0.070946407,-0.507385941,-0.446259603,-0.465625396,-0.514283442,0.729534036,0.698326864,0.709042709,0.733160909,0.919055898,0.906282135,0.911100181,0.920789169,3.705756267,3.703507441,3.703492092,3.703302905,0.966328244,0.990036878,0.981508051,0.96199167,13.01735806,12.71930523,12.81028066,13.04089621,3.433842357,3.421192939,3.418889267,3.420117103,Non-Tumor
648,Case 48 - P5 C15-9871-11637,879,35574,70956,3.392601013,6.766891479,236,0.216513761,86.56779661,0.11462267,332,332,76,32,0.610293072,0.605607172,0.599211591,0.611796258,1.22215123,1.435806919,1.674682788,1.186650649,0.833965993,0.804719335,0.772260428,0.838799492,0.665449581,0.698175254,0.735312509,0.649952381,1.092530184,1.275794946,1.47639495,1.064950369,1.262111904,1.284683421,1.309844436,1.253947042,0.108820549,-0.411094892,-0.379790223,-0.347363415,-0.419153801,0.692865177,0.67338637,0.652118331,0.69805268,0.890247051,0.882904119,0.874346171,0.893710032,3.804090659,3.800754191,3.800800237,3.803417299,1.059334057,1.069641983,1.084831527,1.055288629,13.49925879,13.26896798,13.03042126,13.53472464,3.673820314,3.670148794,3.657171659,3.66778012,Viable
649,Case 48 - P5 C16-12239-11981,880,90318,296401,8.613395691,28.26700211,321,0.294495413,71.59501558,0.127396683,333,333,133,33,0.146653076,0.139383311,0.13204324,0.146371586,2.311132239,2.671941146,2.949246048,2.07376825,0.8093429,0.779405205,0.756509491,0.82890768,1.063694922,1.135440559,1.195929713,1.057070526,1.833816805,2.074640356,2.235538192,1.635375625,2.47474256,2.532684116,2.581386185,2.47187866,0.229477263,-0.364187918,-0.326014401,-0.293787314,-0.36615623,0.817216089,0.79193434,0.767473622,0.818406467,0.783641195,0.762609555,0.741663278,0.782562413,9.14677897,9.151657504,9.151640237,9.147053479,2.106751142,2.124985694,2.142761235,2.089513743,21.93268471,21.55267863,21.27547105,22.16761128,6.061442939,6.053847613,6.054788207,6.05849805,Viable
650,Case 48 - P5 C16-14238-13009,881,103259,184183,9.847545624,17.56505966,710,0.651376147,77.5943662,0.131821554,334,334,316,34,0.119376369,0.11137838,0.103145378,0.119610836,5.953992524,6.781524326,7.681316257,5.892395438,0.518384318,0.451360197,0.378563633,0.523314503,1.623786268,1.685563147,1.745630934,1.619645398,3.565893607,3.906211085,4.206702326,3.530951478,2.874531933,2.916672802,2.954337586,2.871915792,0.217533997,-0.108307247,-0.080779136,-0.056018887,-0.110413585,0.529654318,0.466661525,0.395709415,0.533978348,0.579933562,0.553369157,0.522989842,0.580959886,7.172555055,7.173673138,7.17371151,7.174318797,2.25835956,2.273555727,2.286869191,2.257985134,18.77105287,17.9396508,17.0398417,18.82996069,6.182255306,6.179883616,6.181867787,6.181176483,Viable
651,Case 48 - P5 C16-14955-12886,882,97868,184810,9.3334198,17.62485504,584,0.535779817,79.43321918,0.138888438,335,335,253,35,0.13774792,0.130564674,0.1232217,0.140494805,5.302694203,6.001436053,6.660754901,5.048474229,0.584940941,0.530276993,0.478679555,0.605031645,1.551722078,1.609954403,1.660091128,1.526361109,3.364805368,3.698190788,3.963009604,3.244732411,2.808977262,2.850379756,2.884029647,2.791606378,0.417530802,-0.140977212,-0.113576729,-0.091330808,-0.153080403,0.589064949,0.539091565,0.491166473,0.608666798,0.615811768,0.59349699,0.570803412,0.625455448,7.122758019,7.122938373,7.12295468,7.125445718,2.219207851,2.233545556,2.249875775,2.213875019,20.24879173,19.55161655,18.89262753,20.51546746,6.385657457,6.389521726,6.385244803,6.390039092,Viable
652,Case 48 - P5 C16-15926-10929,883,54384,269765,5.186462402,25.7267952,280,0.256880734,71.82857143,0.134983323,336,336,120,36,0.175849557,0.174164008,0.162535663,0.180145869,2.549986418,2.756870653,3.298654792,2.240696353,0.804453176,0.788597773,0.747049574,0.828175615,1.100255815,1.115398088,1.219017207,1.057015329,2.000808264,2.158433518,2.491446038,1.776363574,2.371717489,2.383531583,2.454775271,2.340177747,0.154821515,-0.347018619,-0.338817986,-0.289275086,-0.369772667,0.794133341,0.78863531,0.751029016,0.808820331,0.775169444,0.771855118,0.739398857,0.786493427,8.138764653,8.140810847,8.140770557,8.139776605,2.000755947,2.011349308,2.033530114,1.985676616,23.53044767,23.3244527,22.782772,23.84042382,6.51987057,6.522696728,6.522226795,6.522389261,Viable
653,Case 48 - P5 C16-16775-22744,884,76649,187751,7.309818268,17.90533066,62,0.056880734,77.16129032,0.127209571,337,337,74,37,0.31140841,0.317627329,0.307926724,0.318419869,5.112768579,4.794926523,5.273902312,4.708714649,0.73166107,0.748359931,0.723218883,0.752980928,0.567347226,0.547765995,0.595117994,0.542197103,4.339663446,4.115007003,4.451239368,4.05125076,1.422958652,1.405580808,1.443928297,1.40189036,0.395330251,-0.430863587,-0.450264568,-0.408212149,-0.456831034,0.736571697,0.747349314,0.723421835,0.751040248,0.845622779,0.855063271,0.840035165,0.857176599,8.171832915,8.174534578,8.174436731,8.185659739,1.300853382,1.290731243,1.31641019,1.28847897,32.99397216,33.31374421,32.83480257,33.41520449,9.528576262,9.52544478,9.529264607,9.531204773,Non-Tumor
654,Case 48 - P5 C16-20627-20759,885,104881,258338,10.0022316,24.63703156,375,0.344036697,76.58666667,0.084869499,338,338,268,38,0.119556099,0.111229572,0.099680494,0.121028531,3.932815178,4.719239746,5.708399804,3.879098502,0.689486984,0.627416684,0.549323158,0.693896513,1.354713143,1.428275178,1.537398791,1.338673332,2.693641511,3.131196508,3.561714005,2.676438318,2.715252215,2.769591074,2.854754036,2.69967405,0.25518616,-0.242342271,-0.207162045,-0.152009018,-0.252014117,0.725997616,0.687577885,0.612248179,0.735488735,0.677770571,0.652242797,0.608066119,0.683506035,7.931648277,7.930742363,7.930691521,7.92819444,2.24764598,2.27391617,2.30660004,2.242538005,21.39826289,20.61325754,19.62413073,21.46586751,6.330759989,6.335191334,6.331229071,6.336332584,Viable
655,Case 48 - P5 C16-22496-8538,886,25126,103532,2.396202087,9.873580933,69,0.063302752,78.73913043,0.11048752,339,339,74,39,0.375752722,0.368685351,0.36611197,0.376685987,0.850613675,1.090485697,1.157748016,0.85692929,0.903207191,0.875755107,0.868119293,0.902410866,0.728903507,0.797706996,0.825406072,0.742274876,0.731879465,0.92658935,0.975547045,0.733804087,1.812354422,1.864760517,1.88269307,1.817459185,0.311087886,-0.499178822,-0.455060594,-0.439458802,-0.493717277,0.837198342,0.816858027,0.809380988,0.835017908,0.87242487,0.856713676,0.849544166,0.868962832,5.073906939,5.069084006,5.069088802,5.069312982,1.56590566,1.583356103,1.588074038,1.558694179,16.72495295,16.46166147,16.39445605,16.70072051,4.392244548,4.377820417,4.374471549,4.377521317,Viable
656,Case 48 - P5 C16-25369-21517,887,66154,184354,6.308937073,17.58136749,337,0.309174312,78.64094955,0.131973074,340,340,153,40,0.122006902,0.116938135,0.110471748,0.12859141,3.341004912,3.752356248,4.156180542,2.850793493,0.644570096,0.600674115,0.557702713,0.696596928,1.354688376,1.39315188,1.462955358,1.279057962,2.296902282,2.549569683,2.719871505,2.011828019,2.734454023,2.762817589,2.810811252,2.679211691,0.138632928,-0.202473988,-0.184084714,-0.152520362,-0.238731182,0.678229513,0.654925062,0.609424455,0.718570087,0.681883524,0.670327106,0.642892762,0.706416331,7.224743282,7.228378393,7.228400456,7.226243037,2.173281912,2.191234113,2.196696485,2.16436341,15.4586095,15.04104379,14.63714035,15.94128471,4.702725395,4.695221676,4.700900213,4.697741019,Viable
657,Case 48 - P5 C16-26938-16149,888,98563,294753,9.399700165,28.10983658,216,0.198165138,75.86574074,0.114241184,341,341,115,41,0.17138981,0.154044672,0.1501988,0.159835063,1.723005364,2.161806759,2.24564172,1.745796286,0.844061397,0.803905364,0.796304317,0.841721377,0.894703025,1.013375307,1.035670096,0.941878051,1.43673701,1.738421685,1.789745596,1.425648422,2.251503411,2.356526894,2.375727734,2.303074692,0.060149252,-0.452384687,-0.379561263,-0.366367636,-0.416983385,0.855528736,0.817621423,0.809649688,0.838325347,0.829858989,0.795826584,0.788255496,0.813910119,10.23870114,10.25045063,10.25046501,10.24710475,1.9822162,2.029363859,2.040161948,2.006455232,20.3754534,19.8864553,19.80245389,20.31323241,5.520815124,5.504547212,5.496964847,5.503532565,Viable
658,Case 48 - P5 C16-29805-9678,889,28238,134442,2.692985535,12.82138824,175,0.160550459,75.73714286,0.1022689,342,342,206,42,0.128266443,0.116247601,0.113125318,0.126484809,2.594411882,3.201810942,3.391482108,2.660948213,0.590517393,0.494353606,0.4643981,0.580054578,1.340304014,1.439431196,1.468124118,1.361557602,1.656494894,1.929856377,2.003091738,1.664384744,2.686206771,2.760438493,2.782335642,2.705880198,0.179175695,-0.170868498,-0.120193343,-0.105294679,-0.158120944,0.628188464,0.545397004,0.515752828,0.609612192,0.66360323,0.622011063,0.608799413,0.652424345,5.736584461,5.736619147,5.736602839,5.739694922,2.120883905,2.129692118,2.129729846,2.120611584,10.07724393,9.462411222,9.272706524,10.0118775,3.168249261,3.166948462,3.167590712,3.169416779,Viable
659,Case 48 - P5 C16-31710-28486,890,20259,349449,1.932048798,33.32605362,59,0.05412844,91.25423729,0.116589267,343,343,77,43,0.19032305,0.188250051,0.190107657,0.198717107,0.601348249,0.710642617,0.629144479,0.501893823,0.926801422,0.913548866,0.923433102,0.939008035,0.70074548,0.733863091,0.710965642,0.648602964,0.502659879,0.594920562,0.526037917,0.425766972,2.031119311,2.057078653,2.038769335,1.984955769,0.060750877,-0.508592964,-0.488989641,-0.502565316,-0.54178575,0.865948868,0.857947862,0.863464389,0.878222621,0.867560791,0.861063899,0.865743677,0.881791807,8.664008937,8.664180515,8.664171881,8.657554634,1.793699742,1.801133877,1.792511321,1.774120582,15.82359614,15.72092905,15.80238686,15.95487628,4.091977143,4.124096958,4.095717945,4.116225248,Non-Tumor
660,Case 48 - P5 C16-36447-8166,891,83289,159272,7.943058014,15.18936157,502,0.460550459,73.28884462,0.107943681,344,344,223,44,0.160230498,0.146258577,0.144590399,0.165122065,4.784194035,5.795076172,5.957063277,4.489447195,0.556640144,0.462993675,0.447983019,0.584048523,1.473476053,1.563730382,1.575475974,1.434733043,3.077089268,3.535311091,3.61363147,2.953018675,2.636512472,2.697826702,2.704633142,2.611562903,0.244514132,-0.142571952,-0.099540003,-0.094748311,-0.160252093,0.576934608,0.496184437,0.485668321,0.604606552,0.63437965,0.597019746,0.592679987,0.64996249,6.352490282,6.353054993,6.353070342,6.353281288,2.113748358,2.136824579,2.139301694,2.102970442,16.79734057,15.78782012,15.62582601,17.09694854,5.397829285,5.394028634,5.398930019,5.397353758,viable: non-viable
661,Case 48 - P5 C16-37581-7845,892,89641,170925,8.54883194,16.30067825,262,0.240366972,73.7480916,0.108301247,345,345,156,45,0.164871661,0.15532117,0.152812449,0.169678622,2.589014485,3.082823872,3.283356084,2.357382659,0.78762371,0.747192764,0.73074961,0.806655291,1.099576043,1.182167987,1.206744876,1.058985869,2.007319099,2.322112853,2.457235295,1.850928662,2.466474571,2.528579033,2.550749089,2.43056179,0.065695416,-0.361758575,-0.32072608,-0.306056663,-0.385403285,0.814606904,0.787121027,0.776083078,0.828734458,0.770972405,0.745694658,0.739036049,0.782652477,7.383031533,7.386405562,7.386423788,7.382203224,2.105814785,2.137418202,2.146223687,2.085561504,21.79237364,21.30577069,21.10538556,22.02771917,6.096198001,6.10078158,6.102495493,6.100712939,viable: non-viable
662,Case 48 - P5 C16-38254-8571,893,53818,118583,5.132484436,11.30895615,283,0.259633028,73.24734982,0.107063051,346,346,142,46,0.281613215,0.26484796,0.263199871,0.279684303,2.82091508,3.628412543,3.642418132,2.866269283,0.711763056,0.629234394,0.627801046,0.70724477,1.149983339,1.263734245,1.270237255,1.173377321,2.132691804,2.634001193,2.629871842,2.145450248,2.243127291,2.323179732,2.327013779,2.256832068,0.158929393,-0.257967592,-0.195192352,-0.192235226,-0.247950361,0.696775931,0.628573216,0.624852959,0.687084729,0.753787222,0.718264318,0.715103813,0.746503645,5.396038657,5.394486594,5.394467409,5.399015212,1.837006214,1.869722265,1.874618203,1.842782327,16.75266497,15.944103,15.9300051,16.71505229,4.891920732,4.897229543,4.894242261,4.897936834,viable: non-viable
663,Case 48 - P5 C16-39161-16929,317,60454,120735,5.765342712,11.51418686,210,0.19266055,69.25714286,0.123613537,914,317,158,234,0.079468196,0.071373898,0.072090519,0.077343314,1.679544985,2.277237753,2.20161141,1.778591952,0.774677726,0.694566843,0.704710746,0.761499676,1.181873393,1.30506751,1.292838614,1.210708453,1.127994007,1.47094749,1.424791948,1.170532283,3.168368773,3.283381744,3.273445647,3.204292008,0.081061454,-0.30367505,-0.24181303,-0.247109696,-0.284544552,0.823687097,0.771213585,0.77636246,0.809073066,0.712075578,0.670804843,0.674406162,0.6989157,6.695929427,6.693318855,6.693295832,6.698006894,2.413468185,2.418744555,2.419007077,2.418731001,13.22832513,12.63425936,12.70988309,13.13620341,3.728122741,3.72702812,3.729358876,3.729008407,Viable
664,Case 48 - P5 C16-39748-2743,318,41625,53417,3.969669342,5.094242096,115,0.105504587,70.73043478,0.123693716,915,318,61,235,0.515137173,0.510788178,0.508656481,0.515242374,0.747406992,0.918278349,1.005369129,0.743326664,0.876044359,0.847659559,0.833237418,0.876642729,0.70224527,0.741749037,0.771680053,0.698197642,0.644773191,0.790142424,0.858472031,0.642389497,1.619318557,1.64983769,1.667974502,1.616590333,0.067040394,-0.471610749,-0.442830186,-0.424064639,-0.47401188,0.795494153,0.780384932,0.771069618,0.796815823,0.877977829,0.869769057,0.862505078,0.879034814,3.800984979,3.80025824,3.800278385,3.800799423,1.30955826,1.315678986,1.319116284,1.308894505,11.31144763,11.13727585,11.05043294,11.30747706,3.010253865,3.011054685,3.002212572,3.005399791,Viable
665,Case 48 - P5 C16-42343-20669,319,68139,122284,6.498241425,11.66191101,236,0.216513761,73.38559322,0.144493037,916,319,119,236,0.097989561,0.093521872,0.093338934,0.103501202,1.888153465,2.150939957,2.21357084,1.51490573,0.727384665,0.689533706,0.68049589,0.781336476,1.214826852,1.269505331,1.279627702,1.130236919,1.277239843,1.428082526,1.469757854,1.048710959,3.072099422,3.121097763,3.125888766,2.996452666,0.142368961,-0.281113521,-0.253991991,-0.251270999,-0.324066522,0.796198683,0.772472282,0.769952385,0.828371338,0.705414817,0.687058728,0.685054314,0.73241888,6.390856467,6.392206369,6.392182387,6.394131443,2.287870623,2.290852221,2.285575303,2.287780128,11.96398639,11.70522806,11.64266779,12.34108701,3.462154142,3.466101747,3.464331895,3.465166174,Viable
666,Case 48 - P5 C16-43159-11972,320,125727,233538,11.99026108,22.27191925,182,0.166972477,76.71428571,0.122245034,917,320,111,237,0.100782047,0.097744065,0.094748048,0.103014247,1.178778847,1.348722853,1.559489698,1.022054435,0.889515295,0.87366046,0.853911368,0.904138047,1.005363092,1.054213391,1.104295361,0.964771624,0.874134197,0.988235294,1.132428944,0.758048225,2.947308256,2.989686386,3.035579699,2.91084051,0.068767297,-0.434015834,-0.411275747,-0.386937643,-0.453959665,0.897114765,0.887363453,0.875775355,0.905048434,0.779614049,0.765461871,0.751696061,0.788984488,8.015634565,8.014059309,8.014049716,8.011016696,2.3923642,2.399037653,2.404512087,2.387713474,20.15946227,20.00105708,19.79022528,20.30068475,5.334255227,5.339361136,5.338760704,5.332319458,Viable
667,Case 48 - P5 C16-44299-6790,321,118442,176749,11.29550934,16.85609818,106,0.097247706,77.4245283,0.104738015,918,321,29,238,0.255068345,0.252859201,0.248600683,0.25749731,0.445587009,0.489890555,0.590578268,0.373853185,0.962219538,0.95846177,0.949940325,0.968287488,0.671733522,0.686892199,0.75316576,0.63139304,0.366108925,0.404481267,0.475782434,0.308332866,2.104113827,2.119890627,2.17230013,2.068845355,0.023663299,-0.579842408,-0.570064683,-0.534228505,-0.60428226,0.90606907,0.903149709,0.891797528,0.912949913,0.874434904,0.872198412,0.853916065,0.883275365,6.675686559,6.677776488,6.677792796,6.673720043,1.842288123,1.852300938,1.860764365,1.837146179,23.14016562,23.09755703,22.99699494,23.20084485,5.896053537,5.897779506,5.896969819,5.894193275,Non-Tumor
668,Case 48 - P5 C16-44867-23581,322,54486,268385,5.19618988,25.59518814,255,0.233944954,71.9372549,0.146282745,919,322,211,239,0.053246823,0.04962093,0.050547474,0.058161053,2.019199353,2.441419706,2.324848121,1.631307006,0.695562752,0.63164487,0.649236871,0.75370703,1.250250152,1.331259529,1.308958015,1.172639318,1.290209095,1.519265895,1.459007785,1.067040923,3.328335827,3.39663393,3.378927741,3.249632782,0.092055729,-0.239873534,-0.203561111,-0.212957118,-0.281282226,0.772249626,0.73276617,0.743683707,0.809228602,0.673185268,0.645752051,0.653168925,0.701963109,7.876343849,7.876900467,7.876926368,7.87469584,2.471183486,2.464086926,2.467131895,2.471927573,11.24589706,10.81434381,10.93106566,11.61556761,3.316890825,3.31533098,3.316636327,3.313732238,Viable
669,Case 48 - P5 C16-46142-13796,323,57979,114377,5.529308319,10.90784073,161,0.147706422,75.21118012,0.097373521,920,323,129,240,0.141924221,0.133757359,0.134398234,0.13981664,1.39074456,1.928599316,1.913754352,1.528910459,0.846245577,0.786960934,0.788580665,0.831319376,1.100689632,1.226500327,1.223236584,1.135588276,0.972462352,1.30254164,1.294199719,1.060141672,2.927405429,3.03829056,3.034236642,2.959033458,0.106477022,-0.371139979,-0.310011076,-0.312800687,-0.354458109,0.858459624,0.820207353,0.821824396,0.849058083,0.744401928,0.70571978,0.706695618,0.733963032,6.313143709,6.318900542,6.31891685,6.319874434,2.270439023,2.27699179,2.274728676,2.272259093,16.6988055,16.17508645,16.18989224,16.59841224,4.514899877,4.529395855,4.514511567,4.527884345,Viable
670,Case 48 - P5 C16-47760-19513,324,53506,188299,5.102729797,17.95759201,228,0.209174312,68,0.117024815,921,324,134,241,0.12990319,0.120666213,0.122880323,0.129245607,1.471544824,1.967282561,1.871612878,1.436472744,0.827619259,0.769635455,0.780841148,0.831729955,1.08947386,1.203936728,1.181030973,1.096605616,1.066657634,1.378699578,1.325576801,1.022998002,2.8818774,2.983498529,2.961912622,2.889070767,0.069386113,-0.354023062,-0.295417218,-0.307848419,-0.349196539,0.843058122,0.802969405,0.81226111,0.839948257,0.755493591,0.720217772,0.728689001,0.749757931,6.595970938,6.594755962,6.594767474,6.591867654,2.250079962,2.268375313,2.263117532,2.254003853,15.60122435,15.11221881,15.20792852,15.6369352,4.269645214,4.267019896,4.269968294,4.266970802,Viable
671,Case 48 - P5 C16-50052-16053,325,64032,229804,6.106567383,21.91581726,199,0.182568807,70.18592965,0.09622598,922,325,100,242,0.156243908,0.147146141,0.144943477,0.153967333,0.87451411,1.170266711,1.299866371,0.870968452,0.90600014,0.874235004,0.860308939,0.906385281,0.896074633,0.999631987,1.028605779,0.914067465,0.668740857,0.869478532,0.965530482,0.651271479,2.542400596,2.636992346,2.663124155,2.56331718,0.041052312,-0.445521524,-0.387825611,-0.371745454,-0.433599375,0.87590073,0.847840559,0.838892123,0.87072212,0.811565312,0.781132708,0.774538874,0.802943561,7.126281679,7.12408472,7.12407129,7.130424178,2.110496429,2.127366859,2.134813495,2.108068878,17.73183774,17.43998991,17.31026695,17.73647398,4.646901806,4.657315035,4.647929646,4.651930557,Viable
672,Case 48 - P5 C16-50396-24840,326,121916,190948,11.6268158,18.21022034,317,0.290825688,77.04100946,0.120022408,923,326,219,243,0.058898114,0.054409656,0.053793093,0.059282118,1.930009833,2.354204219,2.418681729,1.874510284,0.80450298,0.761694631,0.755172733,0.810287945,1.249122888,1.329489792,1.341726465,1.240034185,1.235938895,1.468372906,1.500872657,1.19812839,3.336472566,3.412472194,3.424087499,3.322354934,0.142508414,-0.290207833,-0.251372221,-0.24540491,-0.297459851,0.823318878,0.790656997,0.785060974,0.828743573,0.680824363,0.652481402,0.648157302,0.682754915,9.60363901,9.601691607,9.601649398,9.599687806,2.531686425,2.538652795,2.53621945,2.532930489,17.81459104,17.40365179,17.33953588,17.88712252,4.931267144,4.943476912,4.933774686,4.939516593,Viable
673,Case 48 - P5 C16-50924-16162,327,59098,207241,5.636024475,19.7640419,194,0.177981651,64.90721649,0.122417426,924,327,188,244,0.073980537,0.071179641,0.069677018,0.076666035,1.447931333,1.644405775,1.802389776,1.281279651,0.777227221,0.747009337,0.722703115,0.803165133,1.146674613,1.196659234,1.230381461,1.103366057,0.942398559,1.052417761,1.147424064,0.838977252,3.09961387,3.140516389,3.169492817,3.058415708,0.069664255,-0.311663261,-0.289166534,-0.273295819,-0.333553862,0.825648777,0.808801546,0.795942685,0.840307026,0.712391174,0.695308369,0.685038172,0.724893206,6.822829946,6.822302653,6.822276752,6.820405278,2.363770065,2.360012251,2.354472143,2.364509952,11.55054829,11.35478029,11.19668348,11.73751515,3.25005939,3.252819187,3.253687752,3.258192111,Viable
